Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.00,No,Non-Travel,552.00,Human Resources,4.00,3.00,Human Resources,3.00,Male,60.00,1.00,2.00,Human Resources,2.00,Married,"6,430.00","20,794.00",6.00,No,19.00,3.00,2.00,1.00,10.00,4.00,3.00,3.00,2.00,1.00,2.00
40.00,No,Travel_Rarely,369.00,Research & Development,8.00,2.00,Life Sciences,2.00,Female,92.00,3.00,2.00,Manufacturing Director,1.00,Married,"6,516.00","5,041.00",2.00,Yes,16.00,3.00,2.00,1.00,18.00,3.00,3.00,1.00,0.00,0.00,0.00
24.00,No,Travel_Rarely,506.00,Research & Development,29.00,1.00,Medical,2.00,Male,91.00,3.00,1.00,Laboratory Technician,1.00,Divorced,"3,907.00","3,622.00",1.00,No,13.00,3.00,2.00,3.00,6.00,2.00,4.00,6.00,2.00,1.00,2.00
46.00,No,Travel_Rarely,717.00,Research & Development,13.00,4.00,Life Sciences,3.00,Male,34.00,3.00,2.00,Healthcare Representative,2.00,Single,"5,562.00","9,697.00",6.00,No,14.00,3.00,4.00,0.00,19.00,3.00,3.00,10.00,7.00,0.00,9.00
35.00,No,Travel_Rarely,"1,370.00",Research & Development,27.00,4.00,Life Sciences,4.00,Male,49.00,3.00,2.00,Manufacturing Director,3.00,Married,"6,883.00","5,151.00",2.00,No,16.00,3.00,2.00,1.00,17.00,3.00,3.00,7.00,7.00,0.00,7.00
30.00,No,Travel_Rarely,793.00,Research & Development,16.00,1.00,Life Sciences,2.00,Male,33.00,3.00,1.00,Research Scientist,4.00,Married,"2,862.00","3,811.00",1.00,No,12.00,3.00,2.00,1.00,10.00,2.00,2.00,10.00,0.00,0.00,8.00
47.00,No,Non-Travel,543.00,Sales,2.00,4.00,Marketing,3.00,Male,87.00,3.00,2.00,Sales Executive,2.00,Married,"4,978.00","3,536.00",7.00,No,11.00,3.00,4.00,1.00,4.00,3.00,1.00,1.00,0.00,0.00,0.00
46.00,No,Travel_Rarely,"1,277.00",Sales,2.00,3.00,Life Sciences,3.00,Male,74.00,3.00,3.00,Sales Executive,4.00,Divorced,"10,368.00","5,596.00",4.00,Yes,12.00,3.00,2.00,1.00,13.00,5.00,2.00,10.00,6.00,0.00,3.00
36.00,Yes,Travel_Rarely,"1,456.00",Sales,13.00,5.00,Marketing,2.00,Male,96.00,2.00,2.00,Sales Executive,1.00,Divorced,"6,134.00","8,658.00",5.00,Yes,13.00,3.00,2.00,3.00,16.00,3.00,3.00,2.00,2.00,2.00,2.00
32.00,Yes,Travel_Rarely,964.00,Sales,1.00,2.00,Life Sciences,1.00,Male,34.00,1.00,2.00,Sales Executive,2.00,Single,"6,735.00","12,147.00",6.00,No,15.00,3.00,2.00,0.00,10.00,2.00,3.00,0.00,0.00,0.00,0.00
23.00,No,Travel_Rarely,160.00,Research & Development,4.00,1.00,Medical,3.00,Female,51.00,3.00,1.00,Laboratory Technician,2.00,Single,"3,295.00","12,862.00",1.00,No,13.00,3.00,3.00,0.00,3.00,3.00,1.00,3.00,2.00,1.00,2.00
31.00,No,Travel_Frequently,163.00,Research & Development,24.00,1.00,Technical Degree,4.00,Female,30.00,3.00,2.00,Manufacturing Director,4.00,Single,"5,238.00","6,670.00",2.00,No,20.00,4.00,4.00,0.00,9.00,3.00,2.00,5.00,4.00,1.00,4.00
39.00,No,Non-Travel,792.00,Research & Development,1.00,3.00,Life Sciences,4.00,Male,77.00,3.00,2.00,Laboratory Technician,4.00,Married,"6,472.00","8,989.00",1.00,Yes,15.00,3.00,4.00,1.00,9.00,2.00,3.00,9.00,8.00,5.00,8.00
32.00,No,Travel_Rarely,371.00,Sales,19.00,3.00,Life Sciences,4.00,Male,80.00,1.00,3.00,Sales Executive,3.00,Married,"9,610.00","3,840.00",3.00,No,13.00,3.00,3.00,1.00,10.00,2.00,1.00,4.00,3.00,0.00,2.00
40.00,No,Travel_Rarely,611.00,Sales,7.00,4.00,Medical,2.00,Male,88.00,3.00,5.00,Manager,2.00,Single,"19,833.00","4,349.00",1.00,No,14.00,3.00,2.00,0.00,21.00,3.00,2.00,21.00,8.00,12.00,8.00
45.00,No,Travel_Rarely,176.00,Human Resources,4.00,3.00,Life Sciences,3.00,Female,56.00,1.00,3.00,Human Resources,3.00,Married,"9,756.00","6,595.00",4.00,No,21.00,4.00,3.00,2.00,9.00,2.00,4.00,5.00,0.00,0.00,3.00
30.00,No,Travel_Frequently,"1,312.00",Research & Development,2.00,4.00,Technical Degree,4.00,Female,78.00,2.00,1.00,Research Scientist,1.00,Single,"4,968.00","26,427.00",0.00,No,16.00,3.00,4.00,0.00,10.00,2.00,3.00,9.00,7.00,0.00,7.00
24.00,No,Travel_Frequently,897.00,Human Resources,10.00,3.00,Medical,1.00,Male,59.00,3.00,1.00,Human Resources,4.00,Married,"2,145.00","2,097.00",0.00,No,14.00,3.00,4.00,1.00,3.00,2.00,3.00,2.00,2.00,2.00,1.00
30.00,Yes,Travel_Frequently,600.00,Human Resources,8.00,3.00,Human Resources,3.00,Female,66.00,2.00,1.00,Human Resources,4.00,Divorced,"2,180.00","9,732.00",6.00,No,11.00,3.00,3.00,1.00,6.00,0.00,2.00,4.00,2.00,1.00,2.00
31.00,No,Travel_Rarely,"1,003.00",Sales,5.00,3.00,Technical Degree,1.00,Male,51.00,3.00,2.00,Sales Executive,3.00,Married,"8,346.00","20,943.00",1.00,No,19.00,3.00,3.00,1.00,6.00,3.00,3.00,5.00,2.00,0.00,2.00
27.00,No,Travel_Rarely,"1,054.00",Research & Development,8.00,3.00,Medical,3.00,Female,67.00,3.00,1.00,Research Scientist,4.00,Single,"3,445.00","6,152.00",1.00,No,11.00,3.00,3.00,0.00,6.00,5.00,2.00,6.00,2.00,1.00,4.00
29.00,Yes,Travel_Rarely,428.00,Sales,9.00,3.00,Marketing,2.00,Female,52.00,1.00,1.00,Sales Representative,2.00,Single,"2,760.00","14,630.00",1.00,No,13.00,3.00,3.00,0.00,2.00,3.00,3.00,2.00,2.00,2.00,2.00
29.00,No,Travel_Frequently,461.00,Research & Development,1.00,3.00,Life Sciences,4.00,Male,70.00,4.00,2.00,Healthcare Representative,3.00,Single,"6,294.00","23,060.00",8.00,Yes,12.00,3.00,4.00,0.00,10.00,5.00,4.00,3.00,2.00,0.00,2.00
30.00,No,Travel_Rarely,979.00,Sales,15.00,2.00,Marketing,3.00,Male,94.00,2.00,3.00,Sales Executive,1.00,Divorced,"7,140.00","3,088.00",2.00,No,11.00,3.00,1.00,1.00,12.00,2.00,3.00,7.00,7.00,1.00,7.00
34.00,No,Travel_Rarely,181.00,Research & Development,2.00,4.00,Medical,4.00,Male,97.00,4.00,1.00,Research Scientist,4.00,Married,"2,932.00","5,586.00",0.00,Yes,14.00,3.00,1.00,3.00,6.00,3.00,3.00,5.00,0.00,1.00,2.00
33.00,No,Non-Travel,"1,283.00",Sales,2.00,3.00,Marketing,4.00,Female,62.00,3.00,2.00,Sales Executive,2.00,Single,"5,147.00","10,697.00",8.00,No,15.00,3.00,4.00,0.00,13.00,2.00,2.00,11.00,7.00,1.00,7.00
49.00,No,Travel_Rarely,"1,313.00",Sales,11.00,4.00,Marketing,4.00,Female,80.00,3.00,2.00,Sales Executive,4.00,Single,"4,507.00","8,191.00",3.00,No,12.00,3.00,3.00,0.00,8.00,1.00,4.00,5.00,1.00,0.00,4.00
33.00,Yes,Travel_Rarely,211.00,Sales,16.00,3.00,Life Sciences,1.00,Female,74.00,3.00,3.00,Sales Executive,1.00,Single,"8,564.00","10,092.00",2.00,Yes,20.00,4.00,3.00,0.00,11.00,2.00,2.00,0.00,0.00,0.00,0.00
38.00,No,Travel_Frequently,594.00,Research & Development,2.00,2.00,Medical,3.00,Female,75.00,2.00,1.00,Laboratory Technician,2.00,Married,"2,468.00","15,963.00",4.00,No,14.00,3.00,2.00,1.00,9.00,4.00,2.00,6.00,1.00,0.00,5.00
31.00,Yes,Travel_Rarely,"1,079.00",Sales,16.00,4.00,Marketing,1.00,Male,70.00,3.00,3.00,Sales Executive,3.00,Married,"8,161.00","19,002.00",2.00,No,13.00,3.00,1.00,3.00,10.00,2.00,3.00,1.00,0.00,0.00,0.00
29.00,No,Travel_Rarely,590.00,Research & Development,4.00,3.00,Technical Degree,4.00,Female,91.00,2.00,1.00,Research Scientist,1.00,Divorced,"2,109.00","10,007.00",1.00,No,13.00,3.00,3.00,1.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
30.00,No,Travel_Rarely,305.00,Research & Development,16.00,3.00,Life Sciences,3.00,Male,58.00,4.00,2.00,Healthcare Representative,3.00,Married,"5,294.00","9,128.00",3.00,No,16.00,3.00,3.00,1.00,10.00,3.00,3.00,7.00,0.00,1.00,7.00
32.00,No,Non-Travel,953.00,Research & Development,5.00,4.00,Technical Degree,2.00,Male,65.00,3.00,1.00,Research Scientist,2.00,Single,"2,718.00","17,674.00",2.00,No,14.00,3.00,2.00,0.00,12.00,3.00,3.00,7.00,7.00,0.00,7.00
38.00,No,Travel_Rarely,833.00,Research & Development,18.00,3.00,Medical,2.00,Male,60.00,1.00,2.00,Healthcare Representative,4.00,Married,"5,811.00","24,539.00",3.00,Yes,16.00,3.00,3.00,1.00,15.00,2.00,3.00,1.00,0.00,1.00,0.00
43.00,Yes,Travel_Frequently,807.00,Research & Development,17.00,3.00,Technical Degree,3.00,Male,38.00,2.00,1.00,Research Scientist,3.00,Married,"2,437.00","15,587.00",9.00,Yes,16.00,3.00,4.00,1.00,6.00,4.00,3.00,1.00,0.00,0.00,0.00
42.00,No,Travel_Rarely,855.00,Research & Development,12.00,3.00,Medical,2.00,Male,57.00,3.00,1.00,Laboratory Technician,2.00,Divorced,"2,766.00","8,952.00",8.00,No,22.00,4.00,2.00,3.00,7.00,6.00,2.00,5.00,3.00,0.00,4.00
55.00,No,Travel_Rarely,478.00,Research & Development,2.00,3.00,Medical,3.00,Male,60.00,2.00,5.00,Research Director,1.00,Married,"19,038.00","19,805.00",8.00,No,12.00,3.00,2.00,3.00,34.00,2.00,3.00,1.00,0.00,0.00,0.00
33.00,No,Non-Travel,775.00,Research & Development,4.00,3.00,Technical Degree,4.00,Male,90.00,3.00,2.00,Research Scientist,2.00,Divorced,"3,055.00","6,194.00",5.00,No,15.00,3.00,4.00,2.00,11.00,2.00,2.00,9.00,8.00,1.00,7.00
41.00,No,Travel_Rarely,548.00,Research & Development,9.00,4.00,Life Sciences,3.00,Male,94.00,3.00,1.00,Laboratory Technician,1.00,Divorced,"2,289.00","20,520.00",1.00,No,20.00,4.00,2.00,2.00,5.00,2.00,3.00,5.00,3.00,0.00,4.00
34.00,No,Non-Travel,"1,375.00",Sales,10.00,3.00,Life Sciences,4.00,Male,87.00,3.00,2.00,Sales Executive,3.00,Divorced,"4,001.00","12,313.00",1.00,Yes,14.00,3.00,3.00,1.00,15.00,3.00,3.00,15.00,14.00,0.00,7.00
53.00,No,Non-Travel,661.00,Research & Development,1.00,4.00,Medical,1.00,Female,60.00,2.00,4.00,Manufacturing Director,3.00,Married,"12,965.00","22,308.00",4.00,Yes,20.00,4.00,4.00,3.00,27.00,2.00,2.00,3.00,2.00,0.00,2.00
43.00,No,Travel_Rarely,244.00,Human Resources,2.00,3.00,Life Sciences,2.00,Male,97.00,3.00,1.00,Human Resources,4.00,Single,"3,539.00","5,033.00",0.00,No,13.00,3.00,2.00,0.00,10.00,5.00,3.00,9.00,7.00,1.00,8.00
34.00,No,Travel_Rarely,511.00,Sales,3.00,2.00,Life Sciences,4.00,Female,32.00,1.00,2.00,Sales Executive,4.00,Single,"6,029.00","25,353.00",5.00,No,12.00,3.00,1.00,0.00,6.00,3.00,3.00,2.00,2.00,2.00,2.00
21.00,Yes,Travel_Rarely,337.00,Sales,7.00,1.00,Marketing,2.00,Male,31.00,3.00,1.00,Sales Representative,2.00,Single,"2,679.00","4,567.00",1.00,No,13.00,3.00,2.00,0.00,1.00,3.00,3.00,1.00,0.00,1.00,0.00
38.00,No,Travel_Rarely,"1,153.00",Research & Development,6.00,2.00,Other,4.00,Female,40.00,2.00,1.00,Laboratory Technician,3.00,Married,"3,702.00","16,376.00",1.00,No,11.00,3.00,2.00,1.00,5.00,3.00,3.00,5.00,4.00,0.00,4.00
22.00,Yes,Travel_Rarely,"1,294.00",Research & Development,8.00,1.00,Medical,3.00,Female,79.00,3.00,1.00,Laboratory Technician,1.00,Married,"2,398.00","15,999.00",1.00,Yes,17.00,3.00,3.00,0.00,1.00,6.00,3.00,1.00,0.00,0.00,0.00
31.00,No,Travel_Rarely,196.00,Sales,29.00,4.00,Marketing,1.00,Female,91.00,2.00,2.00,Sales Executive,4.00,Married,"5,468.00","13,402.00",1.00,No,14.00,3.00,1.00,2.00,13.00,3.00,3.00,12.00,7.00,5.00,7.00
51.00,No,Travel_Rarely,942.00,Research & Development,3.00,3.00,Technical Degree,1.00,Female,53.00,3.00,3.00,Manager,3.00,Married,"13,116.00","22,984.00",2.00,No,11.00,3.00,4.00,0.00,15.00,2.00,3.00,2.00,2.00,2.00,2.00
37.00,No,Travel_Rarely,589.00,Sales,9.00,2.00,Marketing,2.00,Male,46.00,2.00,2.00,Sales Executive,2.00,Married,"4,189.00","8,800.00",1.00,No,14.00,3.00,1.00,2.00,5.00,2.00,3.00,5.00,2.00,0.00,3.00
46.00,No,Travel_Rarely,734.00,Research & Development,2.00,4.00,Medical,3.00,Male,46.00,3.00,5.00,Research Director,4.00,Divorced,"19,328.00","14,218.00",7.00,Yes,17.00,3.00,3.00,1.00,24.00,3.00,3.00,2.00,1.00,2.00,2.00
36.00,No,Travel_Rarely,"1,383.00",Research & Development,10.00,3.00,Life Sciences,4.00,Male,90.00,3.00,3.00,Healthcare Representative,1.00,Married,"8,321.00","25,949.00",7.00,Yes,13.00,3.00,4.00,1.00,15.00,1.00,3.00,12.00,8.00,5.00,7.00
44.00,Yes,Travel_Frequently,429.00,Research & Development,1.00,2.00,Medical,3.00,Male,99.00,3.00,1.00,Research Scientist,2.00,Divorced,"2,342.00","11,092.00",1.00,Yes,12.00,3.00,3.00,3.00,6.00,2.00,2.00,5.00,3.00,2.00,3.00
37.00,No,Travel_Rarely,"1,239.00",Human Resources,8.00,2.00,Other,3.00,Male,89.00,3.00,2.00,Human Resources,2.00,Divorced,"4,071.00","12,832.00",2.00,No,13.00,3.00,3.00,0.00,19.00,4.00,2.00,10.00,0.00,4.00,7.00
35.00,Yes,Travel_Rarely,303.00,Sales,27.00,3.00,Life Sciences,3.00,Male,84.00,3.00,2.00,Sales Executive,4.00,Single,"5,813.00","13,492.00",1.00,Yes,18.00,3.00,4.00,0.00,10.00,2.00,3.00,10.00,7.00,7.00,7.00
33.00,No,Travel_Rarely,867.00,Research & Development,8.00,4.00,Life Sciences,4.00,Male,90.00,4.00,1.00,Research Scientist,1.00,Married,"3,143.00","6,076.00",6.00,No,19.00,3.00,2.00,1.00,14.00,1.00,3.00,10.00,8.00,7.00,6.00
28.00,No,Travel_Rarely,"1,181.00",Research & Development,1.00,3.00,Life Sciences,3.00,Male,82.00,3.00,1.00,Research Scientist,4.00,Married,"2,044.00","5,531.00",1.00,No,11.00,3.00,3.00,1.00,5.00,6.00,4.00,5.00,3.00,0.00,3.00
39.00,No,Travel_Rarely,"1,253.00",Research & Development,10.00,1.00,Medical,3.00,Male,65.00,3.00,3.00,Research Director,3.00,Single,"13,464.00","7,914.00",7.00,No,21.00,4.00,3.00,0.00,9.00,3.00,3.00,4.00,3.00,2.00,2.00
46.00,No,Non-Travel,849.00,Sales,26.00,2.00,Life Sciences,2.00,Male,98.00,2.00,2.00,Sales Executive,2.00,Single,"7,991.00","25,166.00",8.00,No,15.00,3.00,3.00,0.00,6.00,3.00,3.00,2.00,2.00,2.00,2.00
40.00,No,Travel_Rarely,616.00,Research & Development,2.00,2.00,Life Sciences,3.00,Female,99.00,3.00,1.00,Laboratory Technician,1.00,Married,"3,377.00","25,605.00",4.00,No,17.00,3.00,4.00,1.00,7.00,5.00,2.00,4.00,3.00,0.00,2.00
42.00,No,Travel_Rarely,"1,128.00",Research & Development,13.00,3.00,Medical,2.00,Male,95.00,4.00,2.00,Healthcare Representative,1.00,Married,"5,538.00","5,696.00",5.00,No,18.00,3.00,3.00,2.00,10.00,2.00,2.00,0.00,0.00,0.00,0.00
35.00,No,Non-Travel,"1,180.00",Research & Development,2.00,2.00,Medical,2.00,Male,90.00,3.00,2.00,Manufacturing Director,4.00,Divorced,"5,762.00","24,442.00",2.00,No,14.00,3.00,3.00,1.00,15.00,6.00,3.00,7.00,7.00,1.00,7.00
38.00,No,Non-Travel,"1,336.00",Human Resources,2.00,3.00,Human Resources,1.00,Male,100.00,3.00,1.00,Human Resources,2.00,Divorced,"2,592.00","7,129.00",5.00,No,13.00,3.00,4.00,3.00,13.00,3.00,3.00,11.00,10.00,3.00,8.00
34.00,Yes,Travel_Frequently,234.00,Research & Development,9.00,4.00,Life Sciences,4.00,Male,93.00,3.00,2.00,Laboratory Technician,1.00,Married,"5,346.00","6,208.00",4.00,No,17.00,3.00,3.00,1.00,11.00,3.00,2.00,7.00,1.00,0.00,7.00
37.00,Yes,Travel_Rarely,370.00,Research & Development,10.00,4.00,Medical,4.00,Male,58.00,3.00,2.00,Manufacturing Director,1.00,Single,"4,213.00","4,992.00",1.00,No,15.00,3.00,2.00,0.00,10.00,4.00,1.00,10.00,3.00,0.00,8.00
39.00,No,Travel_Frequently,766.00,Sales,20.00,3.00,Life Sciences,3.00,Male,83.00,3.00,2.00,Sales Executive,4.00,Divorced,"4,127.00","19,188.00",2.00,No,18.00,3.00,4.00,1.00,7.00,6.00,3.00,2.00,1.00,2.00,2.00
43.00,No,Non-Travel,343.00,Research & Development,9.00,3.00,Life Sciences,1.00,Male,52.00,3.00,1.00,Research Scientist,3.00,Single,"2,438.00","24,978.00",4.00,No,13.00,3.00,3.00,0.00,7.00,2.00,2.00,3.00,2.00,1.00,2.00
41.00,No,Travel_Rarely,447.00,Research & Development,5.00,3.00,Life Sciences,2.00,Male,85.00,4.00,2.00,Healthcare Representative,2.00,Single,"6,870.00","15,530.00",3.00,No,12.00,3.00,1.00,0.00,11.00,3.00,1.00,3.00,2.00,1.00,2.00
41.00,No,Travel_Rarely,796.00,Sales,4.00,1.00,Marketing,3.00,Female,81.00,3.00,3.00,Sales Executive,3.00,Divorced,"10,447.00","26,458.00",0.00,Yes,13.00,3.00,4.00,1.00,23.00,3.00,4.00,22.00,14.00,13.00,5.00
30.00,No,Travel_Rarely,"1,092.00",Research & Development,10.00,3.00,Medical,1.00,Female,64.00,3.00,3.00,Manufacturing Director,3.00,Single,"9,667.00","2,739.00",9.00,No,14.00,3.00,2.00,0.00,9.00,3.00,3.00,7.00,7.00,0.00,2.00
26.00,Yes,Travel_Rarely,920.00,Human Resources,20.00,2.00,Medical,4.00,Female,69.00,3.00,1.00,Human Resources,2.00,Married,"2,148.00","6,889.00",0.00,Yes,11.00,3.00,3.00,0.00,6.00,3.00,3.00,5.00,1.00,1.00,4.00
46.00,Yes,Travel_Rarely,261.00,Research & Development,21.00,2.00,Medical,4.00,Female,66.00,3.00,2.00,Healthcare Representative,2.00,Married,"8,926.00","10,842.00",4.00,No,22.00,4.00,4.00,1.00,13.00,2.00,4.00,9.00,7.00,3.00,7.00
40.00,No,Travel_Rarely,"1,194.00",Research & Development,1.00,3.00,Life Sciences,3.00,Female,52.00,3.00,2.00,Healthcare Representative,4.00,Divorced,"6,513.00","9,060.00",4.00,No,17.00,3.00,4.00,1.00,12.00,3.00,3.00,5.00,3.00,0.00,3.00
34.00,No,Travel_Rarely,810.00,Sales,8.00,2.00,Technical Degree,2.00,Male,92.00,4.00,2.00,Sales Executive,3.00,Married,"6,799.00","22,128.00",1.00,No,21.00,4.00,3.00,2.00,10.00,5.00,3.00,10.00,8.00,4.00,8.00
58.00,No,Non-Travel,350.00,Sales,2.00,3.00,Medical,2.00,Male,52.00,3.00,4.00,Manager,2.00,Divorced,"16,291.00","22,577.00",4.00,No,22.00,4.00,4.00,1.00,37.00,0.00,2.00,16.00,9.00,14.00,14.00
35.00,No,Travel_Rarely,185.00,Research & Development,23.00,4.00,Medical,2.00,Male,91.00,1.00,1.00,Laboratory Technician,3.00,Married,"2,705.00","9,696.00",0.00,No,16.00,3.00,2.00,1.00,6.00,2.00,4.00,5.00,4.00,0.00,3.00
47.00,No,Travel_Rarely,"1,001.00",Research & Development,4.00,3.00,Life Sciences,3.00,Female,92.00,2.00,3.00,Manufacturing Director,2.00,Divorced,"10,333.00","19,271.00",8.00,Yes,12.00,3.00,3.00,1.00,28.00,4.00,3.00,22.00,11.00,14.00,10.00
40.00,No,Travel_Rarely,750.00,Research & Development,12.00,3.00,Life Sciences,2.00,Female,47.00,3.00,2.00,Healthcare Representative,1.00,Divorced,"4,448.00","10,748.00",2.00,No,12.00,3.00,2.00,1.00,15.00,3.00,3.00,7.00,4.00,7.00,7.00
54.00,No,Travel_Rarely,431.00,Research & Development,7.00,4.00,Medical,4.00,Female,68.00,3.00,2.00,Research Scientist,4.00,Married,"6,854.00","15,696.00",4.00,No,15.00,3.00,2.00,1.00,14.00,2.00,2.00,7.00,1.00,1.00,7.00
31.00,No,Travel_Frequently,"1,125.00",Sales,7.00,4.00,Marketing,1.00,Female,68.00,3.00,3.00,Sales Executive,1.00,Married,"9,637.00","8,277.00",2.00,No,14.00,3.00,4.00,2.00,9.00,3.00,3.00,3.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,"1,217.00",Research & Development,1.00,3.00,Medical,3.00,Female,67.00,3.00,1.00,Research Scientist,1.00,Married,"3,591.00","12,719.00",1.00,No,25.00,4.00,3.00,1.00,3.00,3.00,3.00,3.00,2.00,1.00,2.00
38.00,No,Travel_Rarely,723.00,Sales,2.00,4.00,Marketing,2.00,Female,77.00,1.00,2.00,Sales Representative,4.00,Married,"5,405.00","4,244.00",2.00,Yes,20.00,4.00,1.00,2.00,20.00,4.00,2.00,4.00,2.00,0.00,3.00
26.00,No,Travel_Rarely,572.00,Sales,10.00,3.00,Medical,3.00,Male,46.00,3.00,2.00,Sales Executive,4.00,Single,"4,684.00","9,125.00",1.00,No,13.00,3.00,1.00,0.00,5.00,4.00,3.00,5.00,3.00,1.00,2.00
58.00,No,Travel_Frequently,"1,216.00",Research & Development,15.00,4.00,Life Sciences,1.00,Male,87.00,3.00,4.00,Research Director,3.00,Married,"15,787.00","21,624.00",2.00,Yes,14.00,3.00,2.00,0.00,23.00,3.00,3.00,2.00,2.00,2.00,2.00
18.00,No,Non-Travel,"1,431.00",Research & Development,14.00,3.00,Medical,2.00,Female,33.00,3.00,1.00,Research Scientist,3.00,Single,"1,514.00","8,018.00",1.00,No,16.00,3.00,3.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
31.00,Yes,Travel_Rarely,359.00,Human Resources,18.00,5.00,Human Resources,4.00,Male,89.00,4.00,1.00,Human Resources,1.00,Married,"2,956.00","21,495.00",0.00,No,17.00,3.00,3.00,0.00,2.00,4.00,3.00,1.00,0.00,0.00,0.00
29.00,Yes,Travel_Rarely,350.00,Human Resources,13.00,3.00,Human Resources,1.00,Male,56.00,2.00,1.00,Human Resources,1.00,Divorced,"2,335.00","3,157.00",4.00,Yes,15.00,3.00,4.00,3.00,4.00,3.00,3.00,2.00,2.00,2.00,0.00
45.00,No,Non-Travel,589.00,Sales,2.00,4.00,Life Sciences,3.00,Female,67.00,3.00,2.00,Sales Executive,3.00,Married,"5,154.00","19,665.00",4.00,No,22.00,4.00,2.00,2.00,10.00,3.00,4.00,8.00,7.00,5.00,7.00
36.00,No,Travel_Rarely,430.00,Research & Development,2.00,4.00,Other,4.00,Female,73.00,3.00,2.00,Research Scientist,2.00,Married,"6,962.00","19,573.00",4.00,Yes,22.00,4.00,4.00,1.00,15.00,2.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,"1,422.00",Sales,2.00,4.00,Life Sciences,1.00,Male,92.00,3.00,2.00,Sales Executive,4.00,Married,"5,675.00","19,246.00",1.00,No,20.00,4.00,3.00,1.00,7.00,5.00,3.00,7.00,7.00,7.00,7.00
27.00,No,Travel_Frequently,"1,297.00",Research & Development,5.00,2.00,Life Sciences,4.00,Female,53.00,3.00,1.00,Laboratory Technician,4.00,Single,"2,379.00","19,826.00",0.00,Yes,14.00,3.00,3.00,0.00,6.00,3.00,2.00,5.00,4.00,0.00,2.00
29.00,No,Travel_Frequently,574.00,Research & Development,20.00,1.00,Medical,4.00,Male,40.00,3.00,1.00,Laboratory Technician,4.00,Married,"3,812.00","7,003.00",1.00,No,13.00,3.00,2.00,0.00,11.00,3.00,4.00,11.00,8.00,3.00,10.00
32.00,No,Travel_Frequently,"1,318.00",Sales,10.00,4.00,Marketing,4.00,Male,79.00,3.00,2.00,Sales Executive,4.00,Single,"4,648.00","26,075.00",8.00,No,13.00,3.00,3.00,0.00,4.00,2.00,4.00,0.00,0.00,0.00,0.00
42.00,No,Non-Travel,355.00,Research & Development,10.00,4.00,Technical Degree,3.00,Male,38.00,3.00,1.00,Research Scientist,3.00,Married,"2,936.00","6,161.00",3.00,No,22.00,4.00,2.00,2.00,10.00,1.00,2.00,6.00,3.00,3.00,3.00
47.00,No,Travel_Rarely,207.00,Research & Development,9.00,4.00,Life Sciences,2.00,Female,64.00,3.00,1.00,Laboratory Technician,3.00,Single,"2,105.00","5,411.00",4.00,No,12.00,3.00,3.00,0.00,7.00,2.00,3.00,2.00,2.00,2.00,0.00
46.00,No,Travel_Rarely,706.00,Research & Development,2.00,2.00,Life Sciences,4.00,Male,82.00,3.00,3.00,Manufacturing Director,4.00,Divorced,"8,578.00","19,989.00",3.00,No,14.00,3.00,3.00,1.00,12.00,4.00,2.00,9.00,8.00,4.00,7.00
28.00,No,Non-Travel,280.00,Human Resources,1.00,2.00,Life Sciences,3.00,Male,43.00,3.00,1.00,Human Resources,4.00,Divorced,"2,706.00","10,494.00",1.00,No,15.00,3.00,2.00,1.00,3.00,2.00,3.00,3.00,2.00,2.00,2.00
29.00,No,Travel_Rarely,726.00,Research & Development,29.00,1.00,Life Sciences,4.00,Male,93.00,1.00,2.00,Healthcare Representative,3.00,Divorced,"6,384.00","21,143.00",8.00,No,17.00,3.00,4.00,2.00,11.00,3.00,3.00,7.00,0.00,1.00,6.00
42.00,No,Travel_Rarely,"1,142.00",Research & Development,8.00,3.00,Life Sciences,4.00,Male,81.00,3.00,1.00,Laboratory Technician,3.00,Single,"3,968.00","13,624.00",4.00,No,13.00,3.00,4.00,0.00,8.00,3.00,3.00,0.00,0.00,0.00,0.00
32.00,Yes,Travel_Rarely,414.00,Sales,2.00,4.00,Marketing,3.00,Male,82.00,2.00,2.00,Sales Executive,2.00,Single,"9,907.00","26,186.00",7.00,Yes,12.00,3.00,3.00,0.00,7.00,3.00,2.00,2.00,2.00,2.00,2.00
46.00,No,Travel_Rarely,"1,319.00",Sales,3.00,3.00,Technical Degree,1.00,Female,45.00,4.00,4.00,Sales Executive,1.00,Divorced,"13,225.00","7,739.00",2.00,No,12.00,3.00,4.00,1.00,25.00,5.00,3.00,19.00,17.00,2.00,8.00
